val_loss,epoch,step,train_loss
3.9445626735687256,0,7,
3.94421124458313,1,15,
3.943861961364746,2,23,
3.9432215690612793,3,31,
3.9425954818725586,4,39,
3.9417386054992676,5,47,
,6,49,3.1613550186157227
3.940255880355835,6,55,
3.938077211380005,7,63,
3.9339303970336914,8,71,
3.9290075302124023,9,79,
3.925013542175293,10,87,
3.92202091217041,11,95,
,12,99,3.3477985858917236
3.9202144145965576,12,103,
3.9191746711730957,13,111,
3.9182002544403076,14,119,
3.9180777072906494,15,127,
3.9176025390625,16,135,
3.917232036590576,17,143,
,18,149,3.298647165298462
3.916661500930786,18,151,
3.916332721710205,19,159,
3.91656494140625,20,167,
3.916104316711426,21,175,
3.9161436557769775,22,183,
3.916179656982422,23,191,
,24,199,3.264781951904297
3.915134906768799,24,199,
3.914332151412964,25,207,
3.914220094680786,26,215,
3.913645029067993,27,223,
3.912914752960205,28,231,
3.912379026412964,29,239,
3.9126157760620117,30,247,
,31,249,3.3674569129943848
3.9116084575653076,31,255,
3.911763906478882,32,263,
3.910472869873047,33,271,
3.9098663330078125,34,279,
3.9100773334503174,35,287,
3.909728527069092,36,295,
,37,299,3.2094223499298096
3.9099316596984863,37,303,
3.9091508388519287,38,311,
3.908525228500366,39,319,
3.9082493782043457,40,327,
3.908076286315918,41,335,
3.907196044921875,42,343,
,43,349,3.3117637634277344
3.906527280807495,43,351,
3.9064412117004395,44,359,
3.9064996242523193,45,367,
3.9059040546417236,46,375,
3.9051764011383057,47,383,
3.904752016067505,48,391,
,49,399,3.2901270389556885
3.9043796062469482,49,399,
3.904137134552002,50,407,
3.903341054916382,51,415,
3.9031803607940674,52,423,
3.9032719135284424,53,431,
3.9030423164367676,54,439,
3.9025468826293945,55,447,
,56,449,3.259152889251709
3.9020063877105713,56,455,
3.901500701904297,57,463,
3.900853157043457,58,471,
3.9015562534332275,59,479,
3.9004063606262207,60,487,
3.900467872619629,61,495,
,62,499,3.3913586139678955
3.8998141288757324,62,503,
3.8993661403656006,63,511,
3.899073600769043,64,519,
3.8989458084106445,65,527,
3.8978424072265625,66,535,
3.8972973823547363,67,543,
,68,549,3.199075937271118
3.89721941947937,68,551,
3.8958892822265625,69,559,
3.895568370819092,70,567,
3.8950717449188232,71,575,
3.8948278427124023,72,583,
3.8945133686065674,73,591,
,74,599,3.1675162315368652
3.894212007522583,74,599,
3.8928256034851074,75,607,
3.8925230503082275,76,615,
3.8917176723480225,77,623,
3.890751361846924,78,631,
3.8905208110809326,79,639,
3.8901236057281494,80,647,
,81,649,3.2729945182800293
3.8899412155151367,81,655,
3.8895552158355713,82,663,
3.889105796813965,83,671,
3.8880348205566406,84,679,
3.8868894577026367,85,687,
3.886821746826172,86,695,
,87,699,3.244926929473877
3.886272430419922,87,703,
3.8856935501098633,88,711,
3.88478684425354,89,719,
3.8840980529785156,90,727,
3.8827099800109863,91,735,
3.8826260566711426,92,743,
,93,749,3.3637869358062744
3.8817927837371826,93,751,
3.882172107696533,94,759,
3.881322145462036,95,767,
3.880870819091797,96,775,
3.880031108856201,97,783,
3.8801918029785156,98,791,
,99,799,3.2474381923675537
3.879826545715332,99,799,
3.879082202911377,100,807,
3.87849760055542,101,815,
3.8773889541625977,102,823,
3.8769845962524414,103,831,
3.8761072158813477,104,839,
3.875814199447632,105,847,
,106,849,3.208634853363037
3.8753671646118164,106,855,
3.8744001388549805,107,863,
3.874109983444214,108,871,
3.8737242221832275,109,879,
3.873163938522339,110,887,
3.8725407123565674,111,895,
,112,899,3.223252773284912
3.8719639778137207,112,903,
3.871424436569214,113,911,
3.8703362941741943,114,919,
3.8696043491363525,115,927,
3.8697102069854736,116,935,
3.86906099319458,117,943,
,118,949,3.2944350242614746
3.869194984436035,118,951,
3.8693766593933105,119,959,
3.868272066116333,120,967,
3.8674087524414062,121,975,
3.8667619228363037,122,983,
3.86603045463562,123,991,
,124,999,3.1767616271972656
3.8655171394348145,124,999,
3.865220785140991,125,1007,
3.8646249771118164,126,1015,
3.8646185398101807,127,1023,
3.8639988899230957,128,1031,
3.864027261734009,129,1039,
3.8624191284179688,130,1047,
,131,1049,3.2021703720092773
3.8614773750305176,131,1055,
3.8610992431640625,132,1063,
3.8603837490081787,133,1071,
3.859849691390991,134,1079,
3.8586459159851074,135,1087,
3.85827374458313,136,1095,
,137,1099,3.2099387645721436
3.857645273208618,137,1103,
3.8567118644714355,138,1111,
3.856083393096924,139,1119,
3.854966163635254,140,1127,
3.854780435562134,141,1135,
3.854374408721924,142,1143,
,143,1149,3.115056037902832
3.8539907932281494,143,1151,
3.852794647216797,144,1159,
3.8521831035614014,145,1167,
3.851506233215332,146,1175,
3.8513379096984863,147,1183,
3.850372791290283,148,1191,
,149,1199,3.2048346996307373
3.850235939025879,149,1199,
3.848339557647705,150,1207,
3.847507953643799,151,1215,
3.8465185165405273,152,1223,
3.845750570297241,153,1231,
3.8455488681793213,154,1239,
3.8451428413391113,155,1247,
,156,1249,3.321173667907715
3.844449281692505,156,1255,
3.8438334465026855,157,1263,
3.843155860900879,158,1271,
3.8422038555145264,159,1279,
3.841017723083496,160,1287,
3.8412857055664062,161,1295,
,162,1299,3.0734267234802246
3.840543031692505,162,1303,
3.839945077896118,163,1311,
3.8392093181610107,164,1319,
3.838308095932007,165,1327,
3.837737560272217,166,1335,
3.8364791870117188,167,1343,
,168,1349,3.232714891433716
3.836378335952759,168,1351,
3.8350138664245605,169,1359,
3.834061622619629,170,1367,
3.8331990242004395,171,1375,
3.832742929458618,172,1383,
3.832261085510254,173,1391,
,174,1399,3.1414241790771484
3.8310186862945557,174,1399,
3.830047607421875,175,1407,
3.828579902648926,176,1415,
3.828324317932129,177,1423,
3.827677011489868,178,1431,
3.8265390396118164,179,1439,
3.82607364654541,180,1447,
,181,1449,3.050595760345459
3.8248300552368164,181,1455,
3.824528932571411,182,1463,
3.8237266540527344,183,1471,
3.8236639499664307,184,1479,
3.8240597248077393,185,1487,
3.823270559310913,186,1495,
,187,1499,3.039738655090332
3.8217005729675293,187,1503,
3.8204684257507324,188,1511,
3.819915771484375,189,1519,
3.8185462951660156,190,1527,
3.817365884780884,191,1535,
3.817039966583252,192,1543,
,193,1549,3.091913938522339
3.81673002243042,193,1551,
3.814701557159424,194,1559,
3.8145816326141357,195,1567,
3.8139305114746094,196,1575,
3.8134641647338867,197,1583,
3.8121588230133057,198,1591,
,199,1599,3.2787539958953857
3.811829090118408,199,1599,
